TM KOM PRE 1 TMA-3 5 7 PMA-2 6. KRMUA GRUPA 2 TMA-3 4 PMA-2,NOM DJELU PUTA 1 TMA-3 I 4 PMA-2 A DRUGA GRUPA 2 TMA-3 I 4 PMA-2
1 GRUPA 3 REDA 1 RED 1 K. PMR-2A 3 TM-1,1 GRUPA 3 REDA 1 2 RED RED 1 1 K K PMR-2A PMR-2A 3 2 PMA-2 PMA
POVO,POJEDINAČNO
RUČA H,NEMA IH
1 RED 1M TMR-6,1 RED 181 TMKD-6
PMR-2A 1 KOM,PMR-2A 14 KOM
NIMNA 3 4,MINA 30 M
UGRAĐENO 1A PROM-1,UGRAĐENO 16 PROM-1
R PR,NEMA
UGEANO NA POTE2A PM-2A 3 KOM 8TRKAVLA RUMA,DEJSTVO NA POTEZ-2A PMR-2A 3 KOM. 2 RB RUČNA BOMBA
PROTIVOKOPNO MINO POLJE,PROTIVOKLOPNO MINSKO POLJE
UGRAĐENO 106 TM-4,UGRAĐENO 108 TMA-4
EMAVLN,NEPRAVILAN
MEŠO MINSKO POLJE UGRENO,MEŠOVITO MINSKO POLJE UGRAĐENO 120
3. RED 14 TMA-5 14 TMA-4 I 50 PMA-2 4. RED 2 TMA-5 15 TMA-1A I 75 PMA-2,3. RED 12 TMA-5 13 TMA-12 50 PMA-2 4. RED 12 TMA-5 13 TMA-1A I 25 PMA-2
20 PMN PMA-2,200 PPM PMA-2
 12 TM-1 20 PM PMA-2,I 12 TMM-1 I 200 PPMN PMA-2
UGRAĐENO 2 PROM MINA,UGRAĐENO 25 PROM-1 MINA
MINA JUGIMA EZANE ZA JEDAU UKOL U DRVOM REDU,MINA ŽICAMA VEZANE ZA JEDAN KOLČIĆ U DRUGOM REDU
PROM- TASTAVLJENIM NA POTEZ2,PROM-1 POSTAVLJENIH NA POTEZ
2 KOM PMR-2A NEPRIJETEU,2 KOM PMR-2A NEPRIJATELJ
P MEP 3 10ES POM2,DP. MEP 50 MES PAM Z
PROTVTENKEŠVISKO MINSKO POLJ,PROTIVTENKOVSKO MINSKO POLJE
 0 PMA-2 4. RED 25 TMA-4 I 25 PMA-2,50 PMA-2 4. RED 25 TMA-4 25 PMA-2
KOM 3 KOM,KOM 34 KOM
2. GRUPA 1. GRUPA 9 KOM PMR-2A 3 KOM PMA-2,2 GRUPE 1. GRUPA 1 KOM PMR-2A 3 KOM PMA-2
JEDI PESADIJSK DUINE ODRAJENO N PEOLZ,PROTIV PEŠADIJSKE MINE ZA DEJSTVO NA POTEZ
DVA RELDZA,DVA REDA
PROTIVEŠNIN S MINA POLJE OD POLNH,PROTIVPEŠADIJSKO MINSKO POLJE OD POTEZNIH
NEDA RUVA,JEDNA GRUPA
RUČNO UKAPANE PMA-2,RU;NO UKOPANE PMA-2
RUČN OS PANJE,RUČNO SLANJEM
SITROJEVIM RAPOREOM,STROJEVIM RASPOREDOM
PMA-2A TM-1 I 50 PMA-2AREDUM-1 25 PMA-2A,PMA-2A TMM-1 I 50 PMA-2A REDU TMM-1 I 25 PMA-2A
PMR-2A JE POSTAVJENA NA POTI ANA ZA,PMR-2A JE POSTAVLJENA NA POTZ I OJAČANA SA
PE OAV PROKOJA RAZMAK ZREN,SLOBODNA PROCJENA RAZMAK IZMEĐU
4 REDA U MINSK M POLJU,4 REDA U MINSKOM POLJU :
2 GRUPA 3 KOM. 8 GRUPA 3 KOM. 2 GRUPA 3 KOM.,2 GRUPA 3 KOM. 3 GRUPA 3 KOM. 4 GRUPA 3 KOM.
PRTAULNLKI NA PROVEOM SVAKE RANCEN,PRAVOLINIJSKI SA RUBOM ŠUME PARALELNO
EN U 4. REDA USVKOM KOŠDU SE MAS POVLE GREIOMA,ĐENO U 4 REDA U SVAKOM REDU SE NALAZI MINSKO PO POLJE 6 PMR-2A JE URA
UKUNO UGRAENO PTM 12 KOM TMA-1 29 KOM TMA-2A,UKUPNO UGRAĐENO PTM 42 KOM TMA-4 28 KOM TMA-2A
PO MINA Z POEUAZ 4 NAEA,PEŠ. MINA RASPRSKAVAJUĆIH 11 MINA
RUČN,RUČNO
GRNE NA PO MA PMA-2,STRANE NA PO 1 X IMA PMA-2
UGAEN MINA,UGRAĐENO MINA
UGRAĐENO REDA,UGRAĐENO 4 REDA
OUBEN 2O KOM PROMA,KOLARINU 20 KOM PROM1
1 RE 3 KOM,1 RED 32 KOM
NA ORTLJEM NA DESTA SOIE MINO POT,NA POSTAVLJENI DESNOJ GRANICI MINSKOG POLJA
NIE OSTAVLJEN,NIJE OSTAVLJEN
PROM REDU PO JEDNIA PMA- SA LEVE STRANE,TREĆEM REDU PO JEDNA PMA-2 SA LEVE STRANE
PREŠZIA RAGEIA 2 MINE,PEŠ MINA ANTIMAGNETNA 22 MINE
RUČNO 1 GRUPA MINA U 2 REDA O 8 KOM,RUČNO 1 GRUPA MINA U 2 REDA PO 6 KOM.
DROTNLJEM NA DESA LOVIE MINKO POTA,POSTAVLJENI NA DESNOJ GRANICI MINSKOG POLJA
UGRAĐENO 208 MINA I TO 64 TMA-4 14 PMA-2A,UGRAĐENO 208 MINA I TO 64 TMA-4 I 144 PMA-2A
4 REDA P MINA,4 REDA PT MINA
PROTIVPEŠADIJSKE MINE ZA DEJSTRVO NA POTEZ-2A,PROTIVPEŠADIJSKE MINE ZA DEJSTVO NA POTEZ-2A
NEPAVIL RASPORO,NEPRAVILAN RASPORED
3 REDA MINA 1 E0,3 REDA MINA + 1 RED
MEŠON MINSKO POLJE UGRENO,MEŠOVITO MINSKO POLJE UGRAĐENO 120
24 TM-3 4 PROM-1,24 TMA-3 4 PROM-1
2 GRUPE MINA TM M1,2 GRUPE MINA TMM-M1
GRUA KOM,NEPRAVILAN
RUČNO POLAGANJE UKAPANJE,RUČNO POLAGANJE UKOPAVANJEM
3. RED 2 TMA-1A 3 TM-1 50 PMA-2 4. RED 2 TMA-1A 3 TM-1 25 PMA-2,3 RED 22 TMA-1A 3 TMM-1 50 PMA-2 4. RED 22 TMA-1A 3 TMM-1 25 PMA-2
PROTIV PREŠADIJSKE MINE ZA DEJEKVO NA POTEZ-2A,PROTIV PREŠADIJSKE MINE ZA DEJSTVO NA POTEZ-2A
PE U REDU I 4 RED 4U MINE NA DRED PUTU U REDU 3U MI NENA PUT A,NE U 4 REDA U 1. REDU 4 MINE NA ASV. PUTU U 2. REDU 3 MINE NA PUTU 1
GRUPA MINA OKO KOM1,GRUPA MINA OKO MOSTA
PROTV PEŠDIJSKA MINE ZA DEJSTO NA POTKU UTALN,PROTIV PEŠADIJSKE MINE ZA DEJSTVO NA POTEZ UGRAĐENO
UGRAĐENO PRL TMA-,UGRAĐENO 1180 TMA-3
NEUMA,NEMA
PTP MR-,PP MEP
LEVU STRNU,LEVU STRANU
RUČNO BRUPA MINA NAPRAVJENO POLŽEO,RUČNO GRUPA MINA NEPRAVILNO RASPO-
RUČNO I RAČN STROJEVIM RESPOIREDNOM,RUČNO NAČIN STROJEVIM RASPOREDOM
RUČNO POLOŽENE,RUČNO POLOŽENO
DVIJE GRUP 1 ROE,DVIJE GRUPE NA JED-
MINA JUGIMA VEZANE ZA JEDAU UOLEA U SROM ROEU,MINNA ŽICAMA VEZANE ZA JEDAN KOLČIĆ U DRUGOM REDU
U OE REDA PO 3 KOM TMA-2A MINAJE SO DUJE TNA,U OBA REDA PO 7 KOM TMA-2A NALAZE SE BLIŽE ŠTALI
4 REA SU 1 NEPACA,4 REDA 8 M RAZMAK
PRMEP 45 KOM PMR-2A,PPMEP 45 KOM PMA-2A
PMR-2A JE POSTAVLJENA NA POTI DASANA ZA,PMR-2A JE POSTAVLJENA NA POTZ I OJAČANA SA
1 GRUPA 3 REDA 1. RED 1 K. PMR-2A 3 PMA-2,1 GRUPA 3 REDA 1. RED 1 K. PMR-2A 3 K. PMA-2
I 50 PMA-2 4. RED 25 TMA-4 I 25 PMA-2,I 50 PMA-2 I 4. RED 25 TMA-4 25 PMA-2
PTM-1 20,PTMM-1 KOM 220
GO 4 KOM PN R KOM PAM2 1 2 KOM PM3,7 GR KOM PAM3 KOM PAM3 3 KOM PAM3
UGRAĐENO PROTIVPEŠAIJSKA ATRGRENA,UGRAĐENO PROTIVPEŠADIJSKA ANTIMAGNETNA
RUČNO UKOPANA US ASVALT 2 RED POVEZAN,RUČNO UKOPANO U ASVALT 2-RED POVEZAN
PROTIVPEŠADIJSKA MINA ZA DEJVO NA,PROTIVPEŠADIJSKA MINA ZA DEJSTVO NA
PROTUTENKVISK MINE NEANE 1,PROTUTENKOVSKE MINE METALNE 1
ČED 4 RED,JEDAN RED
TMA-3 1 GRPE PO MIJE,TMA-3 TRI GRUPE PO 4 MINE
UGRAĐENO 10 TMA-4,UGRAĐENO 108 TMA-4
IJE OSTAVJEN U MINEKU PO JU,NIJE OSTAVLJENA U MINSKOM POLJU
X12 POM RMA D PE RE 2 UEMA PA E0 A E R A REU RAOA KOM. 8 MINA RASPRAGAĆTM,NA ĆA POTEZ USMJERENOG TJELO I UPALJAČA DEJSTVA OBRAMBENE UGRAĐENO BOMBE 1 KOM. M-75 UGRAĐENO 1 KOM. 2 MINA RASPRSKAVAJU-
20 KOM PMA-2 ŠIPRAŽJA,20 KOM PMA-2 3 PRAŽJA
PROLC NEMA,PROLAZA NEMA
PREIM PED SU A POENVE MNA DPUC OBDI MESP,REĐENIH ŽICE SU UKOŠENE NA ODNOS OSI MEP
. REDU 9 KOM TN-4 U 2. REDU STM-4,U 1. REDU 9 KOM TM-4 U 2. REDU STM-4
GRNE A PO MA PMA-2,STRANE NA PO 1 IMA PMA-2
RUČNO UKOPANJE,RUČNO UKOPANE
JENA GRUA,JEDNA GRUPA
3D 5 IMA,LEVU STRANU
2 KOM PROM-1,2 KOM PROM-A
RUČNO ORUPE MINA,RUČNO GRUPE MINA
3. GRUPE 2. GRUPA 32 REDA 3. GRUPA 4 REDA,3. GRUPE 2. GRUPA 2 REDA 3. GRUPA 4 REDA
UGRAĐENO 1 MINA,UGRAĐENO 15 MINA
1. GRUPA 3 MINE PMA-2 2 6 K PROM-1 PMA-2 1 K. PMA,1. GRUPA 3 MINE PMA-2 I 2 6 K K PROM-1 PMA-2 11 K. PMA
PROLAZA NEA,PROLAZA NEMA
1. GRUPA 3 MINE PMA-2 2 6 K K PROM-1 PMA-2 1 K. PMA,1. GRUPA 3 MINE PMA-2 6 2 K K PROM-1 PMA-2 11 K PMA
PROM-1 3 KOM,PROM-1 8 KOM
I 46 TMA-5 I 20 PMN PMA-2,I 46 TMA-5 I 200 PPMN PMA-2
2 KOMADA PTRM-2,7 KOMADA PRMM-A2
DUT. NO. KEIMAJVGA DEJSTN R DBETIMAJUGĆA ZAPT 10 KOM. KRTM,KOM. 10 DETONIRAJUĆI ŠTAPIN 300M DETONIRAJUĆEG ŠTAPINA 10 KOM DETONA-
3 GRUPE 2. GRUPA 2 REDA 3. GRUPA 4 REDA,3. GRUPE 2. GRUPA 2. REDA 3 GRUPA 2 REDA
PMA,PMA 2
MEŠOVITO MINSKO POLJE SA 10 PTM 8 PMA-1A,MEŠOVITO MINSKO POLJE SA 100 PTM 88 PMA-1A
UGRAĐENO 14 TM-4 + 20,UGRAĐENO 14 TM-4 20
2. GRUPE 1. GRUPA U 3 REDA,2 GRUPE 1 GRUPA U 2 REDA
3 REDA TMA-3,2 REDA TMA-3
PROTAEADIJK MINE PROM-1 65,PROTUPJEŠADIJSKE MINE PROM-1 = 65
RUČNO UKOPRANJEM,RUČNO UKOPAVANJEM
ČETR REDA U,ČETIRI REDA U
UGRANO 8 MINE,UGRAĐENO 8 MINA
1 RED 16 TM-1 14 TMA-3 2. RED 16 TM 1 12 TMA-3,1. RED 16 TMM-1 14 TMA-3 2. RED 16 TMM 1 14 TMA-3
TA-3 17 KOMADA,TMA-3 17 KOMADA
RUČNO UKAPANJEM PMA-2,RUČNO UKOPAVANJEM PMA-2
PO UAOM NANOĐENJU,PO VLASTITOM NAHOĐENJU
